Month,Group,Commodity,Unit,Quantity_2025,Rupees_2025,Dollar_2025,Quantity_2024,Rupees_2024,Dollars_2024
2025-09,Other Manufactures Group,C) Other Leather Manufactures,    -,-,414.8118533237999,1472.814528667355,-,357,1283
2025-09,Other Manufactures Group,34.Footwear,TH.Pairs,1921.408,3371.3414313746002,11972.9346737029,1545,4131,14845
2025-09,Other Manufactures Group,A) Leather Footwear,TH.Pairs,576.674,2443.4201200330003,8677.082390709007,798,3375,12130
2025-09,Other Manufactures Group,B) Canvas Footwear,TH.Pairs,1.068,3.1532052727999997,11.189086086093889,9,47,168
2025-09,Other Manufactures Group,C) Other Footwear,TH.Pairs,1343.666,924.7681060688002,3284.6631969078016,738,709,2547
2025-09,Other Manufactures Group,35.Surgical Goods & Medical Instruments,    -,-,10374.606876413562,36843.81198849629,-,11150,40074
2025-09,Other Manufactures Group,36.Cutlery,    -,-,1291.8901406166005,4586.93748416179,-,1380,4960
2025-09,Other Manufactures Group,37.Onyx Manufactured,   M.T,110,122.5716845048,435.3843215625548,187,143,515
2025-09,Other Manufactures Group,38.Chemicals And Pharm.Products,    -,-,34158.336618136,121293.04501144926,-,39318,141308
2025-09,Other Manufactures Group,A) Fertilizer Manufactured,   M.T,0,0,0,0,0,0
2025-09,Other Manufactures Group,B) Plastic Materials,   M.T,27101.691091800003,7539.8524072221,26767.221507604718,34571,11803,42419
2025-09,Other Manufactures Group,C) Pharmaceutical Products,   M.T,5535.6740038,9421.251415726783,33461.79473542604,8304,12133,43607
2025-09,Other Manufactures Group,D) Other Chemicals,    -,-,17197.232795187116,61064.0287684185,-,15382,55282
2025-09,Other Manufactures Group,39.Engineering Goods,    -,-,11202.116702669602,39779.038696378935,-,9788,35177
2025-09,Other Manufactures Group,A) Electric Fans,TH.NOS,106.334,600.420820645,2131.6243096355092,100,538,1935
2025-09,Other Manufactures Group,B) Transport Equipment,    -,-,834.3122726545001,2964.00478095986,-,1194,4291
2025-09,Other Manufactures Group,C) Other Electrical Machinery,    -,-,1928.2055289397997,6845.538114911137,-,1059,3805
2025-09,Other Manufactures Group,D) Machinery Specialized For,,,,,,,
2025-09,Particular Industries Group,E) Auto Parts & Accessories,    -,-,628.3553137132001,2231.8868578686643,-,606,2177
2025-09,Particular Industries Group,F) Rubber Tyres & Tubes,TH.NOS,1959.6595300000001,3166.131680677102,11242.337367924247,1807,2675,9614
2025-09,Particular Industries Group,G) Other Machinery,    -,-,2796.1775156118997,9928.678697395717,-,2440,8770
2025-09,Particular Industries Group,40.Gems,K.G,28.086325,54.277949549500015,192.83550569415317,158,90,324
2025-09,Particular Industries Group,41.Jewellary,    -,-,1.8652554581,6.622163171598943,-,207,745
2025-09,Particular Industries Group,42.Furniture,TH.NOS,98.9740001,171.0882644667,607.5402574972186,117,228,818
2025-09,Particular Industries Group,43.Molasses,   M.T,1734.735,49.08530097399999,174.32954289624107,12281,528,1896
2025-09,Particular Industries Group,44.Handicrafts,    -,-,0,0,-,1,2
2025-09,Particular Industries Group,45.Cement,   M.T,667282.7477906,7399.7426958208025,26267.36828160567,800711,7927,28490
2025-09,Particular Industries Group,46.Guar And Guar Products,   M.T,1173.6597,682.6686573261,2424.576313895614,1464,776,2790
